method,n,mean_m,median_m,sd_m,rmse_m,q80_m,q95_m,max_m
blair_60s_maxrssi_gate1000_trilat_w2,6975,153.9088069585015,104.37239409527008,161.47540898954801,223.06611198416016,248.0859901306318,448.38040722204994,1541.2137960676837
