lat,lon,n_nodes,conf_min_dist,wtime,exp_err_m,weight
38.981445537173386,-78.1124148795871,6.0,87.74813767500933,2024-06-24 15:06:00,86.0,0.00013520822065981613
38.9814709563455,-78.11230949438291,8.0,43.19470812259763,2024-06-24 15:07:33,48.1,0.00043222496444949665
38.981536948234876,-78.11225545620213,8.0,46.084042311227975,2024-06-24 15:09:01,48.1,0.00043222496444949665
38.9815417943226,-78.11217459524562,8.0,40.407421769014626,2024-06-24 15:10:30,48.1,0.00043222496444949665
38.981402714442176,-78.1125064054274,6.0,92.90198389600589,2024-06-24 15:12:00,86.0,0.00013520822065981613
38.98133034568903,-78.11256891135747,7.0,92.90198389600589,2024-06-24 15:13:31,86.0,0.00013520822065981613
38.98149513810964,-78.11227157351622,8.0,43.19470812259763,2024-06-24 15:15:00,48.1,0.00043222496444949665
38.981433901437754,-78.11221919615248,8.0,46.084042311227975,2024-06-24 15:16:32,48.1,0.00043222496444949665
38.981534062446464,-78.11218524663951,7.0,43.19470812259763,2024-06-24 15:18:01,48.1,0.00043222496444949665
38.981465907203095,-78.11226917293267,8.0,46.084042311227975,2024-06-24 15:19:30,48.1,0.00043222496444949665
38.98125894001397,-78.11227365047135,6.0,87.74813767500933,2024-06-24 15:21:03,86.0,0.00013520822065981613
38.98157387281001,-78.112204391259,7.0,37.71522006741689,2024-06-24 15:22:31,48.1,0.00043222496444949665
38.98093278500432,-78.11264077489608,8.0,43.19470812259763,2024-06-24 15:24:00,48.1,0.00043222496444949665
38.98073120180769,-78.11239954918277,8.0,52.2008027086037,2024-06-24 15:25:38,86.0,0.00013520822065981613
38.980923636122505,-78.11224102520471,8.0,55.44665345531434,2024-06-24 15:27:01,86.0,0.00013520822065981613
38.98163291346109,-78.11236764700081,8.0,40.407421769014626,2024-06-24 15:28:30,48.1,0.00043222496444949665
38.98021489306702,-78.1133841778024,8.0,104.34443607823266,2024-06-24 15:30:01,139.0,5.175715542673774e-05
